"siteslist","cc","meanmat","varmat","varlogmat","sdmat","meanlo","varlo","varloglo","sdlo","meanutah","meangdd","matslope","matslopese","matslopeconfint11","matslopeconfint89","matslopelog","matslopelogse","matslopelogconfint11","matslopelogconfint89","meanmatlo","varmatlo","sdmatlo","matslopelog_exp"
18,"1990-2010",8.80846447702852,0.758007741110367,0.0102334752317344,0.870636400060535,111.8,31.1157894736842,0.00251393525078867,5.57815287292166,2253.6,71.8560718008603,-0.993401828551418,1.49187778347139,-3.5014939289229,1.51469027182007,-0.0775961894223164,0.115382660496741,-0.271573432409573,0.11638105356494,7.11365306680391,0.790353133722076,0.889018072775844,0.92533801238684
19,"1950-1970",7.43037211652693,1.46095209065586,0.0272933304708338,1.20869851106712,117.85,56.2394736842105,0.00440497328654892,7.49929821278035,1980,84.100994259575,-4.41632789900081,1.02716254390908,-6.14315719475006,-2.68949860325157,-0.27467617259972,0.0691000733097434,-0.390844768930708,-0.158507576268732,7.56470950833492,1.54230950058075,1.24189754029096,0.759818133321213
19,"1990-2010",8.6778639364694,0.885912411925076,0.0122464412993904,0.941229202652083,112.85,25.7131578947368,0.00207833803630853,5.07081432264452,2227.8,71.6844944930089,-1.79210217410667,1.19751738570381,-3.80532599740977,0.221121649196429,-0.126741860049068,0.0923898895517264,-0.282064470725455,0.0285807506273194,7.06664500333849,0.711646733069982,0.843591567685442,0.880961054491098
20,"1950-1970",5.93897269334057,1.30525943538854,0.0423956338008393,1.14247951202135,120.9,70.0947368421053,0.00499132596696645,8.37225996025597,1912.8,68.4492362946629,-4.47235618569325,1.36828757951645,-6.7726728116546,-2.17203955973189,-0.196822709108119,0.0662457113308729,-0.308192653156648,-0.0854527650595906,6.45788695242917,2.33839610527987,1.52918151482415,0.821336235839061
20,"1990-2010",7.14288027512679,0.972882438973196,0.0199494418467599,0.986348031362762,108.35,59.6078947368421,0.00537946505253748,7.72061491960596,2161.8,40.4958829425783,-3.4640215528883,1.65445401056279,-6.24543104922458,-0.682612056552027,-0.225919060978254,0.110205740231672,-0.411193048936899,-0.040645073019608,5.30939504261609,0.942431520044846,0.970789122335456,0.797782670801499
21,"1950-1970",7.6472661334181,1.40934536503312,0.0249217351236646,1.18715852565406,126.1,94.6210526315789,0.00653557109273876,9.72733533047869,2055,126.779885192234,-5.24418896032732,1.48392839473151,-7.73891682984681,-2.74946109080783,-0.318630474071563,0.0944923406411913,-0.477487651069218,-0.159773297073909,9.13030624753465,1.86742308564175,1.36653689508983,0.727144198301881
21,"1990-2010",8.5327389397132,0.970354392560984,0.014379592579268,0.985065679313305,111.3,50.5368421052632,0.00398990937848847,7.10892693064594,2326.8,64.1292451472872,-3.17314998140421,1.52774213446213,-5.74153595866118,-0.604764004147238,-0.235118179679065,0.111102982163814,-0.421900579001602,-0.0483357803565282,6.85242726619115,0.769975159935633,0.877482284684787,0.790477425739959
22,"1950-1970",6.95155690983798,1.33500078111868,0.0296049181000394,1.1554223388522,130,77.6842105263158,0.00472610458526411,8.81386467597023,2211,111.245968249244,-4.98924096344509,1.36010335454787,-7.2757985602026,-2.70268336668759,-0.253487882845161,0.0727946366792338,-0.37586764828397,-0.131108117406353,8.61928206540854,0.74148016696005,0.861092426490937,0.776089148860548
22,"1990-2010",8.15890742632986,0.905825739559413,0.0140140454919384,0.951748779646926,105.85,61.6078947368421,0.00553346389554647,7.8490696733334,2454,47.5589117548723,-3.27563520485285,1.78392792991066,-6.27471166956835,-0.276558740137348,-0.246944790145949,0.136192175783612,-0.475906253343333,-0.0179833269485644,6.13404824999011,1.15770619146902,1.07596756060256,0.78118382138559
23,"1950-1970",6.87526071589116,1.24437521412137,0.0272164219474962,1.11551567184032,117.55,150.681578947368,0.0120508434343634,12.2752425209186,1798.8,76.4683354947411,-7.17787525073605,1.96593566876131,-10.4829366808926,-3.87281382057949,-0.413535681537657,0.122874513223141,-0.620107962032952,-0.206963401042362,6.94322565125843,3.1784440552946,1.78281913140245,0.661307937475379
23,"1990-2010",8.04842373314719,0.854681928450285,0.0138070454379994,0.92449009105035,110.85,32.2394736842105,0.00270054042971361,5.67798147973472,2124.6,54.6057079392321,-1.31186474677947,1.41421415909487,-3.68939151201223,1.06566201845329,-0.0892522153024669,0.10209622924671,-0.260892780560807,0.0823883499558729,6.18611276495541,0.993899243317748,0.996944955008925,0.91461486461679
24,"1950-1970",7.86451884595343,1.22854572046122,0.0206872302792987,1.10839781687859,115.2,120.273684210526,0.00885797546386013,10.9669359536074,2335.2,78.3016590386988,-6.55922297205875,1.7460403996052,-9.49460426246808,-3.62384168164942,-0.433142319552814,0.1156079093031,-0.627498242856988,-0.23878639624864,7.41934660835822,1.31518656554251,1.14681583767513,0.648468195533747
24,"1990-2010",9.55409489514498,0.899927723573135,0.0101544692461934,0.948645204264026,100.15,34.8710526315789,0.00346717276561825,5.90517168519078,2472.6,59.855634470374,-3.69906398213838,1.18005770787614,-5.68293521334595,-1.7151927509308,-0.348260124217248,0.110593830867777,-0.534186556410552,-0.162333692023942,6.76131436500187,1.19548909786641,1.09338424072529,0.705915226683791
25,"1950-1970",7.60576341695446,1.28289568793508,0.0231790444337445,1.13264985230877,113.65,137.186842105263,0.0100978992242527,11.7126786904304,2035.8,73.2463110875336,-7.59913722874323,1.65308497321497,-10.3782451479696,-4.82002930951684,-0.490439522426579,0.104114481255449,-0.665473101493262,-0.315405943359897,7.00187081123793,1.74100344481746,1.31947089578265,0.612357190309961
25,"1990-2010",8.68941828403723,0.917719276424503,0.0127195188914392,0.95797665755722,100.3,62.9578947368421,0.00637602714847513,7.93460110760724,2273.4,49.0523166665848,-4.30076904189709,1.6684315477443,-7.10567707878139,-1.49586100501278,-0.364240719348827,0.143102071999816,-0.604818855377093,-0.123662583320561,6.11093534728092,1.07173389315991,1.03524581291591,0.694723941118406
